Rank,Track Name,Artist,loudness,speechiness
1402,SEX,Rammstein,-3.97,0.0604
1403,Stay With Me,Sam Smith,-6.444,0.0414
1404,7empest,TOOL,-7.397,0.0369
1405,Beauty In The Benz (feat. Snoop Dogg),Tory Lanez,-9.191,0.369
1406,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,-4.284,0.204
1407,Kuta ubud,PNL,-8.037,0.172
1408,Medellín (with Maluma),Madonna,-7.093,0.288
1409,Merry Christmas Darling - Remix,Carpenters,-15.315,0.0303
1410,I Wish It Could Be Christmas Everyday,Wizzard,-6.43,0.0515
1411,Poquito,Anitta,-4.03,0.126
1412,Future Nostalgia,Dua Lipa,-4.502,0.0578
1413,Les étoiles vagabondes,Nekfeu,-6.373,0.421
1414,The Little Drummer Boy,Bing Crosby,-15.647,0.0339
1415,One,Lewis Capaldi,-7.085,0.0409
1416,Uptown Funk,Mark Ronson,-7.223,0.0824
1417,Carry Me Away,John Mayer,-7.746,0.0289
1418,Every Single Time,Jonas Brothers,-5.176,0.0446
1419,Just How It Is,Young Thug,-10.617,0.411
1420,All Night,Beyoncé,-7.079,0.085
1421,Tiffany,Shindy,-7.343,0.052
1422,Syphilis,Juice WRLD,-3.103,0.248
1423,Gang Gang,ScHoolboy Q,-5.721,0.109
1424,Rocket Ship,Future,-4.941,0.261
1425,THERE HE GO,DaBaby,-3.368,0.136
1426,Teeth,5 Seconds of Summer,-2.993,0.0405
1427,Fliegst Du mit,Shirin David,-7.95,0.229
1428,LamboTruck (with Cozz feat. REASON & Childish Major),Dreamville,-5.323,0.286
1429,Party Up The Street,Miley Cyrus,-7.325,0.0709
1430,Disturbia,Rihanna,-4.517,0.0574
1431,ON GOD (feat. Young Thug),Juice WRLD,-6.23,0.0601
1432,Temptation,Future,-6.744,0.184
1433,Jodeci Freestyle (feat. J. Cole),Drake,-2.834,0.268
1434,Love Her,Jonas Brothers,-6.039,0.0282
1435,Hash Hash,SSIO,-4.569,0.289
1436,Flames (with ZAYN),R3HAB,-8.034,0.081
1437,Freedom (feat. Kendrick Lamar),Beyoncé,-6.412,0.305
1438,Kick It,BLACKPINK,-3.647,0.0445
1439,Sup Mate (feat. Future),Young Thug,-7.951,0.271
1440,Alive,Khalid,-10.419,0.0425
1441,LOVE AGAIN,Daniel Caesar,-6.411,0.0918
1442,Christmas Time Is Here,Brett Eldredge,-11.994,0.0317
1443,Wrapped in Red,Kelly Clarkson,-4.668,0.0366
1444,Purple Emoji (feat. J. Cole),Ty Dolla $ign,-4.61,0.279
1445,Rollercoaster,Jonas Brothers,-7.986,0.0451
1446,This Ain't That,Trippie Redd,-4.755,0.0589
1447,Hate Me,Trippie Redd,-7.184,0.0664
1448,Billie Jean,Michael Jackson,-3.051,0.0401
1449,91's,PNL,-7.834,0.0827
1450,Mis Deseos / Feliz Navidad (with Thalia),Michael Bublé,-6.52,0.0379
1451,Critical Darling,Slipknot,-3.674,0.0913
1452,Unsainted,Slipknot,-2.188,0.0469
1453,Somebody's Watching Me - Single Version,Rockwell,-4.128,0.0324
1454,RADIO,Rammstein,-5.145,0.0409
1455,Mit Dir,Loredana,-5.863,0.335
1456,Don't Throw it Away,Jonas Brothers,-5.082,0.0981
1457,Fuori E Dentro (feat. tha Supreme),Gemitaiz,-7.201,0.119
1458,medicine,Bring Me The Horizon,-3.3,0.0396
1459,Peer Pressure (feat. Julia Michaels),James Bay,-6.083,0.0277
1460,"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",Sia,-5.915,0.0817
1461,Litanie contre la Peur,TOOL,-22.812,0.0479
1462,CrasH,ScHoolboy Q,-6.001,0.175
1463,Real Feel,Trippie Redd,-5.221,0.0767
1464,Descending,TOOL,-9.571,0.0493
1465,clickbait,Logic,-5.625,0.0925
1466,Nummer,Ufo361,-6.855,0.134
1467,sw1n6o - feat. Salmo,tha Supreme,-5.554,0.0857
1468,Vendetta,RAF Camora,-5.994,0.0369
1469,BOY BYE,BROCKHAMPTON,-7.143,0.151
1470,F&N,Future,-4.766,0.191
1471,Make You Feel My Love,Adele,-10.636,0.0291
1472,The Most,Miley Cyrus,-6.886,0.0327
1473,Joy,Bastille,-4.811,0.132
1474,Déconnecté,PNL,-8.409,0.16
1475,Spicy - with Diplo & Charli XCX,Herve Pagez,-4.458,0.052
1476,Gassed Up!,XXXTENTACION,-6.122,0.284
1477,Fades Away (feat. Noonie Bao),Avicii,-8.319,0.0585
1478,why are you here,Machine Gun Kelly,-3.995,0.0434
1479,One Touch,Jess Glynne,-6.245,0.131
1480,Pray You Catch Me,Beyoncé,-13.676,0.037
1481,Weather the Storm (feat. Meek Mill & Lil Baby),DJ Khaled,-2.655,0.283
1482,Sims,Lauv,-8.238,0.388
1483,Alunissons,Nekfeu,-11.555,0.041
1484,Hair Down (feat. Kendrick Lamar),SiR,-10.833,0.132
1485,Halo,Beyoncé,-5.907,0.1
1486,Bring Me Love,John Legend,-6.257,0.416
1487,September,"Earth, Wind & Fire",-4.819,0.0312
1488,Heaven,Khalid,-8.881,0.0374
1489,XanaX Damage,Future,-8.975,0.143
1490,Harmony Hall,Vampire Weekend,-6.086,0.0479
1491,Desire,Juice WRLD,-4.713,0.0481
1492,Sans peine,Ninho,-5.941,0.278
1493,Love You For A Long Time,Maggie Rogers,-6.137,0.0323
1494,Somebody To Love,OneRepublic,-8.084,0.0437
1495,Home (feat. Bonn),Martin Garrix,-4.855,0.0307
1496,Still Ballin (feat. Wiz Khalifa),Logic,-5.27,0.104
1497,All I Want For Christmas (Is My Two Front Teeth) - Remastered,Nat King Cole Trio,-16.759,0.071
1498,Stop The Cavalry,Jona Lewie,-9.471,0.0398
1499,APPARTENGO - Il sangue (feat. Massimo Pericolo),Marracash,-5.892,0.0911
1500,come fa1,tha Supreme,-7.194,0.0465
1501,La misère est si belle,PNL,-6.764,0.0477
1502,A Holly Jolly Christmas,Brett Eldredge,-8.623,0.0423
1503,Wie Buffon,MERO,-9.751,0.193
1504,Wannabe,Logic,-7.551,0.0946
1505,La vivance (feat. Koba LaD),Ninho,-3.929,0.0776
1506,I Get Lonely,Drake,-9.178,0.0398
1507,Every Breath You Take - Remastered 2003,The Police,-9.796,0.0348
1508,Paris c'est magique,Ninho,-5.721,0.277
1509,Dangerous (feat. Kid Cudi),ScHoolboy Q,-9.455,0.102
1510,Nero Forte,Slipknot,-2.358,0.0846
1511,Never Leave Me (feat. Joe Janiak),Avicii,-5.581,0.0939
1512,Be Yourself,Trippie Redd,-6.77,0.212
1513,I Found You / Nilda’s Story (with Calvin Harris & Miguel),benny blanco,-9.849,0.0527
1514,5200,ScHoolboy Q,-5.185,0.413
1515,Excuse Me Mr Sir (feat. Vargas & Lagola),Avicii,-6.064,0.0727
1516,Grinding All My Life,Nipsey Hussle,-5.554,0.384
1517,Frail State Of Mind,The 1975,-6.498,0.0383
1518,We Go High,Chance the Rapper,-5.698,0.363
1519,Shameless,Camila Cabello,-5.437,0.0588
1520,Stay Flo,Solange,-7.119,0.0278
1521,Hesitate,Jonas Brothers,-7.259,0.0322
1522,Tap (feat. Meek Mill),NAV,-7.033,0.251
1523,Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,-8.771,0.142
1524,Takotsubo,Nekfeu,-9.401,0.513
1525,WAS ICH LIEBE,Rammstein,-4.953,0.044
1526,Single Again,Big Sean,-5.548,0.0909
1527,Can't Take It From Me (feat. Skip Marley),Major Lazer,-6.292,0.0975
1528,Dans l'univers,Nekfeu,-9.949,0.161
1529,SUGAR,BROCKHAMPTON,-8.212,0.0638
1530,The Next Best American Record,Lana Del Rey,-9.77,0.0353
1531,QUALCOSA IN CUI CREDERE - Lo scheletro (feat. Guè Pequeno),Marracash,-4.313,0.22
1532,On Time,Ufo361,-7.995,0.27
1533,Elle pleut,Nekfeu,-11.064,0.441
1534,Pumped Up Kicks,Foster The People,-5.849,0.0292
1535,Proud,Marshmello,-4.999,0.0364
1536,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,-5.242,0.0333
1537,The Take (feat. Chris Brown),Tory Lanez,-8.137,0.339
1538,Lo/Hi,The Black Keys,-7.445,0.0321
1539,Father Of 4 (feat. Big Rube),Offset,-7.739,0.163
1540,A Thousand Years,Christina Perri,-7.445,0.0267
1541,Girls Love Beyoncé (feat. James Fauntleroy),Drake,-11.25,0.46
1542,Jerry Sprunger (with T-Pain),Tory Lanez,-5.334,0.297
1543,Kick It,Lil Nas X,-9.646,0.226
1544,Tales,ScHoolboy Q,-4.454,0.245
1545,Everyday Life,Coldplay,-8.991,0.0291
1546,The Search,NF,-4.813,0.298
1547,Flux,Ellie Goulding,-5.903,0.0273
1548,Irina Shayk,Ufo361,-9.504,0.0696
1549,QUELLI CHE NON PENSANO - Il cervello (feat. Coez),Marracash,-4.832,0.294
1550,Wit It,Gunna,-5.318,0.0745
1551,Happiness is a butterfly,Lana Del Rey,-10.883,0.0444
1552,Naeem,Bon Iver,-10.355,0.0441
1553,Double Up (feat. Belly and Dom Kennedy),Nipsey Hussle,-8.32,0.188
1554,Mother,Charlie Puth,-5.612,0.342
1555,Menteur menteur,Nekfeu,-7.146,0.131
1556,Tic Toc (with Tory Lanez),Rich The Kid,-4.154,0.121
1557,Mr. Brightside,The Killers,-3.71,0.0758
1558,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",Dreamville,-6.097,0.512
1559,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,-6.178,0.183
1560,Voyage léger,Nekfeu,-7.839,0.233
1561,Despacito - Remix,Luis Fonsi,-4.346,0.178
1562,Out My Way,Juice WRLD,-3.166,0.34
1563,Glad He's Gone,Tove Lo,-8.073,0.0698
1564,Träume werden wahr,MERO,-6.344,0.191
1565,OMG (with Carly Rae Jepsen),Gryffin,-5.766,0.0532
1566,Ecstasy (feat. Machine Gun Kelly),Young Thug,-6.557,0.129
1567,Love Drought,Beyoncé,-10.602,0.0426
1568,Happy When I'm Sad,Jonas Brothers,-7.054,0.0399
1569,Butterfly Doors,Lil Pump,-11.265,0.169
1570,Drop Out,Lil Pump,-6.31,0.138
1571,Sex mit dir,Apache 207,-7.18,0.0602
1572,Face To Face,Rex Orange County,-7.653,0.0622
1573,To My Grave,NAV,-5.444,0.0453
1574,Immortal,Trippie Redd,-8.482,0.323
1575,7 rings (feat. 2 Chainz) - Remix,Ariana Grande,-10.162,0.465
1576,Bye Bye,Capital Bra,-6.154,0.193
1577,People,The 1975,-5.257,0.188
1578,Wiggle It (feat. City Girls),French Montana,-4.69,0.0465
1579,Strangers,Jonas Brothers,-4.892,0.072
1580,Jusqu'à minuit (feat. JuL),Ninho,-6.367,0.159
1581,Legion Inoculant,TOOL,-19.052,0.0464
1582,2ollipop,tha Supreme,-5.402,0.0988
1583,Bad,James Bay,-5.587,0.0362
1584,The Bees Knees,Juice WRLD,-4.751,0.0844
1585,SUPERPOSITION,Daniel Caesar,-11.209,0.0408
1586,Til The End of Time,Trippie Redd,-6.904,0.0292
1587,Drunk (feat. 6LACK),ScHoolboy Q,-8.029,0.214
1588,Out Of Sight,Logic,-6.159,0.132
1589,Orbit,Shirin David,-8.85,0.291
1590,NENENE,Fero47,-4.831,0.0887
1591,Mein Kopf,MERO,-6.074,0.189
1592,Nowadays Pt. 2 (feat. Landon Cube),Lil Skies,-3.607,0.0298
1593,Blame It on Your Love (feat. Lizzo),Charli XCX,-2.666,0.0487
1594,10 Feet,Juice WRLD,-7.698,0.183
1595,Without Me (with Juice WRLD),Halsey,-6.103,0.0747
1596,Jeune Lossa,Ninho,-9.455,0.0669
1597,Not 20 Anymore,Bebe Rexha,-4.809,0.0286
1598,BODY PARTS - I denti,Marracash,-5.978,0.172
1599,Unicorn Purp (feat. Young Thug & Gunna),Future,-4.905,0.195
1600,1400 / 999 Freestyle,Trippie Redd,-6.067,0.0864
1601,Esagono (feat. Salmo),Gemitaiz,-6.403,0.207
1602,Faz Gostoso (feat. Anitta),Madonna,-6.12,0.0894
1603,One Call,Gunna,-7.309,0.343
1604,Hope Not,BLACKPINK,-4.998,0.0267
1605,Please Tell Me,Future,-5.589,0.272
1606,Trust,Jonas Brothers,-6.329,0.0588
1607,Hops,MERO,-8.854,0.0745
1608,Comeback,Jonas Brothers,-7.34,0.0403
1609,I Try,Trippie Redd,-6.751,0.0327
1610,mother tongue,Bring Me The Horizon,-4.567,0.0328
1611,Bring U Down,Lil Nas X,-6.83,0.0449
1612,Lies (feat. Ty Dolla $ign & YG),ScHoolboy Q,-5.854,0.3
1613,The greatest,Lana Del Rey,-12.334,0.0369
1614,If I Ain't Got You,Alicia Keys,-9.129,0.106
1615,Tats On My Face,Offset,-8.742,0.297
1616,Pardon My Ego,Logic,-4.962,0.0683
1617,My Side,Drake,-5.661,0.133
1618,Wenn die Sonne untergeht,Azet,-4.085,0.161
1619,Racks on Racks,Lil Pump,-7.166,0.0865
1620,The Hills,The Weeknd,-7.065,0.0488
1621,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",Mustard,-6.775,0.338
1622,Birth Of The Cruel,Slipknot,-4.469,0.0821
1623,Estado Decadente - Acústico,Zé Neto & Cristiano,-4.78,0.0658
1624,DIAMANT,Rammstein,-11.841,0.0375
1625,Caught Up (feat. Khalid),Majid Jordan,-8.847,0.0577
1626,TATTOO,Rammstein,-4.547,0.091
1627,"You Stay (feat. Meek Mill, J Balvin, Lil Baby & Jeremih)",DJ Khaled,-5.628,0.133
1628,occh1 purpl3 - feat. Marracash,tha Supreme,-4.837,0.156
1629,Ballin Flossin,Chance the Rapper,-7.931,0.0899
1630,Big Pac,Ninho,-6.054,0.196
1631,WEIT WEG,Rammstein,-5.109,0.0508
1632,More Than That,Lauren Jauregui,-12.899,0.282
1633,Call the Coroner,Future,-3.331,0.202
1634,"Swivel (with EARTHGANG) - From The Upcoming Album '"Mirrorland'"",Dreamville,-7.209,0.43
1635,Something Real (with London On Da Track & Chris Brown),Summer Walker,-3.837,0.0365
1636,Fragen,Azet,-5.26,0.273
1637,SPORT - I muscoli (feat. Luchè),Marracash,-6.004,0.255
1638,Borderline,Tame Impala,-6.839,0.0272
1639,Delicate,Taylor Swift,-10.178,0.0682
1640,Superstition - Single Version,Stevie Wonder,-12.115,0.0725
1641,Panini,Lil Nas X,-6.146,0.0752
1642,Make It To Heaven (with Raye),David Guetta,-4.697,0.0914
1643,Let You Know,Flume,-4.075,0.0418
1644,Intro-Résumé,Miami Yacine,-7.935,0.448
1645,Speed It Up,Gunna,-7.395,0.0582
1646,Twisted (feat. Logic & A$AP Rocky),French Montana,-2.987,0.214
1647,Almost (Sweet Music),Hozier,-5.589,0.135
1648,Slide Around,Chance the Rapper,-5.505,0.215
1649,In Your Arms (with X Ambassadors),ILLENIUM,-4.75,0.0496
1650,Méchant,Niska,-3.929,0.339
1651,okay,LANY,-7.674,0.214
1652,Gone,Charli XCX,-7.574,0.0654
1653,Sweet Home Alabama,Lynyrd Skynyrd,-12.145,0.0255
1654,Zombie,The Cranberries,-8.957,0.0339
1655,Nur mit Dir (feat. Xavier Naidoo),Shirin David,-10.807,0.189
1656,Slide (feat. Blueface & Lil Tjay),French Montana,-3.895,0.26
1657,Free Spirit (feat. Rick Ross),Drake,-4.997,0.33
1658,The Night We Met,Lord Huron,-9.514,0.0441
1659,Another Place,Bastille,-6.454,0.0415
1660,È sempre bello,Coez,-6.792,0.164
1661,Pin the Grenade,blink-182,-4.096,0.0723
1662,The Heart Wants What It Wants,Selena Gomez,-4.874,0.0377
1663,Raising Hell (feat. Big Freedia),Kesha,-4.689,0.132
1664,Can We Pretend (feat. Cash Cash),P!nk,-3.447,0.406
1665,U Deserve It,Trippie Redd,-7.287,0.0316
1666,All For Me,Trippie Redd,-5.516,0.483
1667,Flash Pose,Pabllo Vittar,-4.516,0.216
1668,m12ano - feat. Mara Sattei,tha Supreme,-6.407,0.0392
1669,Burnin' Up,Jonas Brothers,-3.387,0.0881
1670,Estamos Arriba,Bad Bunny,-3.6,0.0922
1671,Forward (feat. James Blake),Beyoncé,-15.633,0.0474
1672,Weather the Storm (feat. Meek Mill & Lil Baby),DJ Khaled,-2.655,0.283
1673,Can I,Drake,-8.56,0.0588
1674,Faceshot,Future,-4.234,0.0832
1675,Make It Hot,Major Lazer,-4.648,0.0403
1676,Stop Snitchin,YG,-5.502,0.282
1677,Mannequin Challenge (feat. Juice WRLD),Young Thug,-7.466,0.086
1678,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",Sia,-5.948,0.0338
1679,#PROUDCATOWNERREMIX,XXXTENTACION,-6.229,0.39
1680,Sentou e Gostou,MC JottaPê,-3.308,0.397
1681,Vor der Tür,Gzuz,-6.263,0.189
1682,Brillis,Shirin David,-8.737,0.162
1683,I Got You (Always and Forever),Chance the Rapper,-3.29,0.267
1684,Throw It Away,Trippie Redd,-7.051,0.227
1685,Rooting For You,Alessia Cara,-6.779,0.123
1686,Obsession,EXO,-3.851,0.0624
1687,Death (feat. DaBaby),Trippie Redd,-5.969,0.146
1688,Che cazzo ridi (feat. Trippie Redd),Fedez,-4.596,0.0503
1689,None Of Your Concern,Jhené Aiko,-8.155,0.249
1690,Paris Morton Music,Drake,-8.635,0.315
1691,Ciumeira - Ao Vivo,Marília Mendonça,-4.83,0.0452
1692,Light It Up,Young Thug,-8.546,0.0846
1693,ST. PERCY,BROCKHAMPTON,-7.016,0.31
1694,This Is America,Childish Gambino,-6.159,0.137
1695,Make Eem Run!,Bass Santana,-8.908,0.271
1696,Mad Love,Mabel,-2.999,0.172
1697,Touch Eem Body,XXXTENTACION,-11.895,0.25
1698,Wheels on the Bus,Melanie Martinez,-6.315,0.039
1699,Chama Ela (feat. Pedro Sampaio),Lexa,-1.933,0.147
1700,cOcO MAmA,Dardan,-6.761,0.217
1701,Roo,Chance the Rapper,-7.395,0.287
1702,X,Nicky Jam,-4.736,0.0549
1703,No Me Acuerdo,Thalía,-4.531,0.101
1704,Unforgettable,French Montana,-5.043,0.123
1705,Lie To Me,5 Seconds of Summer,-5.571,0.0359
1706,Despacito - Remix,Luis Fonsi,-4.353,0.167
1707,I Love You 3000,Stephanie Poetri,-7.85,0.0396
1708,Grip,Seeb,-2.293,0.0507
1709,Killer Queen - 2011 Mix,Queen,-6.328,0.0554
1710,Finesse - Remix; feat. Cardi B,Bruno Mars,-4.877,0.0996
1711,Take on Me,a-ha,-7.638,0.054
1712,Não Fala Não pra Mim,Humberto & Ronaldo,-2.555,0.0402
1713,Cheap Thrills,Sia,-5.608,0.105
1714,HaifischNikez Allstars,LX,-5.529,0.448
1715,"Stayin'' Alive - From '"Saturday Night Fever'" Soundtrack",Bee Gees,-15.539,0.0355
1716,Medley da Gaiola - Dennis DJ Remix,MC Kevin o Chris,-5.56,0.229
1717,"Quem Pegou, Pegou - Ao Vivo",Henrique & Juliano,-5.345,0.0317
